nissan,diesel,two,165.30,63.80,7099
nissan,gas,two,165.30,63.80,6649
nissan,gas,four,165.30,63.80,6849
nissan,gas,four,170.20,63.80,7349
nissan,gas,two,165.30,63.80,7299
nissan,gas,two,165.60,63.80,7799
nissan,gas,four,165.30,63.80,7499
nissan,gas,four,170.20,63.80,7999
nissan,gas,two,162.40,63.80,8249
nissan,gas,four,173.40,65.20,8949
nissan,gas,four,173.40,65.20,9549
nissan,gas,four,181.70,66.50,13499
nissan,gas,four,184.60,66.50,14399
nissan,gas,four,184.60,66.50,13499
nissan,gas,two,170.70,67.90,17199
nissan,gas,two,170.70,67.90,19699
nissan,gas,two,178.50,67.90,18399
peugot,gas,four,186.70,68.40,11900
peugot,diesel,four,186.70,68.40,13200
peugot,gas,four,186.70,68.40,15580
peugot,diesel,four,186.70,68.40,16900
peugot,gas,four,186.70,68.40,16630
peugot,diesel,four,186.70,68.40,17950
peugot,gas,four,186.70,68.30,18150
plymouth,gas,two,157.30,63.80,5572
plymouth,gas,two,157.30,63.80,7957
plymouth,gas,four,157.30,63.80,6229
plymouth,gas,four,167.30,63.80,6692
plymouth,gas,four,167.30,63.80,7609
plymouth,gas,four,174.60,64.60,8921
porsche,gas,two,168.90,68.30,22018
saab,gas,two,186.60,66.50,11850
saab,gas,four,186.60,66.50,12170
saab,gas,two,186.60,66.50,15040
saab,gas,four,186.60,66.50,15510
saab,gas,two,186.60,66.50,18150
saab,gas,four,186.60,66.50,18620
subaru,gas,two,156.90,63.40,5118
subaru,gas,two,157.90,63.60,7053
subaru,gas,two,157.30,63.80,7603
subaru,gas,four,172.00,65.40,7126
subaru,gas,four,172.00,65.40,7775
subaru,gas,four,172.00,65.40,9960
subaru,gas,four,172.00,65.40,9233
subaru,gas,four,172.00,65.40,11259
subaru,gas,four,173.50,65.40,7463
subaru,gas,four,173.50,65.40,10198
subaru,gas,four,173.60,65.40,8013
subaru,gas,four,173.60,65.40,11694
toyota,gas,two,158.70,63.60,5348
toyota,gas,two,158.70,63.60,6338
toyota,gas,four,158.70,63.60,6488
toyota,gas,four,169.70,63.60,6918
toyota,gas,four,169.70,63.60,7898
toyota,gas,four,169.70,63.60,8778
toyota,gas,four,166.30,64.40,6938
toyota,gas,four,166.30,64.40,7198
toyota,diesel,four,166.30,64.40,7898
toyota,diesel,four,166.30,64.40,7788
toyota,gas,four,166.30,64.40,7738
toyota,gas,four,166.30,64.40,8358
toyota,gas,four,166.30,64.40,9258
toyota,gas,two,168.70,64.00,8058
toyota,gas,two,168.70,64.00,8238
toyota,gas,two,168.70,64.00,9298
toyota,gas,two,168.70,64.00,9538
toyota,gas,two,176.20,65.60,8449
toyota,gas,two,176.20,65.60,9639
toyota,gas,two,176.20,65.60,9989
toyota,gas,two,176.20,65.60,11199
toyota,gas,two,176.20,65.60,11549
toyota,gas,two,176.20,65.60,17669
toyota,gas,four,175.60,66.50,8948
toyota,diesel,four,175.60,66.50,10698
toyota,gas,four,175.60,66.50,9988
toyota,gas,four,175.60,66.50,10898
toyota,gas,four,175.60,66.50,11248
toyota,gas,two,183.50,67.70,16558
toyota,gas,two,183.50,67.70,15998
toyota,gas,four,187.80,66.50,15690
volkswagen,diesel,two,171.70,65.50,7775
volkswagen,gas,two,171.70,65.50,7975
volkswagen,diesel,four,171.70,65.50,7995
volkswagen,gas,four,171.70,65.50,8195
volkswagen,gas,four,171.70,65.50,8495
volkswagen,diesel,four,171.70,65.50,9495
volkswagen,gas,four,171.70,65.50,9995
volkswagen,gas,two,165.70,64.00,9980
volvo,gas,four,188.80,67.20,12940
volvo,gas,four,188.80,67.20,13415
volvo,gas,four,188.80,67.20,15985
volvo,gas,four,188.80,67.20,16515
volvo,gas,four,188.80,67.20,18420
volvo,gas,four,188.80,67.20,18950
volvo,gas,four,188.80,68.90,16845
volvo,gas,four,188.80,68.80,19045
volvo,gas,four,188.80,68.90,21485
volvo,diesel,four,188.80,68.90,22470
volvo,gas,four,188.80,68.90,22625
